sex	agedays	age	t1	t2	t3	t4	d1	d2	d3	d4
1	4145	11	1	3	1	3	1	1	1	1
1	3844	10	1	3	1	3	1	1	1	1
1	3871	10	2	2	2	2	0	0	0	0
1	3827	10	1	3	1	3	1	1	1	1
1	4220	11	2	3	1	3	0	1	1	1
1	3968	10	1	3	2	3	1	1	0	1
1	4317	11	2	2	2	2	0	0	0	0
1	4054	11	3	2	2	3	0	0	0	1
1	4285	11	1	3	2	3	1	1	0	1
2	3963	10	1	3	1	3	1	1	1	1
2	3827	10	1	3	1	3	1	1	1	1
2	4053	11	2	3	1	3	0	1	1	1
2	5003	13	2	2	2	3	0	0	0	1
2	3925	10	1	3	1	3	1	1	1	1
2	4196	11	1	2	2	3	1	0	0	1
2	3996	10	1	3	1	3	1	1	1	1
2	4108	11	1	3	1	3	1	1	1	1
2	4100	11	2	2	2	2	0	0	0	0
2	4004	10	2	2	2	2	0	0	0	0
2	3891	10	1	3	1	3	1	1	1	1
2	3844	10	2	2	2	2	0	0	0	0
2	3946	10	1	3	3	3	1	1	0	1
2	3861	10	1	3	1	3	1	1	1	1
2	4240	11	1	3	1	3	1	1	1	1
2	3946	10	1	3	1	3	1	1	1	1
2	4348	11	1	3	2	3	1	1	0	1
1	4394	12	2	2	1	2	0	0	1	0
1	4397	12	2	3	1	3	0	1	1	1
1	4438	12	2	3	1	3	0	1	1	1
1	4860	13	1	3	1	3	1	1	1	1
1	4636	12	1	1	1	3	1	0	1	1
1	4491	12	1	3	1	3	1	1	1	1
1	4205	11	1	3	1	3	1	1	1	1
1	4597	12	1	3	1	3	1	1	1	1
1	4227	11	1	3	1	3	1	1	1	1
1	4552	12	1	3	1	3	1	1	1	1
1	4370	11	1	3	1	3	1	1	1	1
1	4334	11	1	2	2	3	1	0	0	1
1	4661	12	1	3	2	3	1	1	0	1
1	4302	11	1	3	1	3	1	1	1	1
2	4234	11	1	3	1	3	1	1	1	1
2	4537	12	1	3	1	3	1	1	1	1
2	4413	12	1	3	1	3	1	1	1	1
1	4533	12	2	3	1	3	0	1	1	1
2	4172	11	1	3	1	3	1	1	1	1
2	4334	11	2	2	3	2	0	0	0	0
2	4392	12	2	2	2	2	0	0	0	0
2	4568	12	1	3	2	3	1	1	0	1
2	4634	12	3	3	1	3	0	1	1	1
2	4555	12	3	3	1	3	0	1	1	1
2	4438	12	2	2	2	2	0	0	0	0
2	4819	13	1	3	1	3	1	1	1	1
1	3295	9	2	2	2	2	0	0	0	0
1	2988	8	2	2	2	2	0	0	0	0
1	2856	7	2	2	2	2	0	0	0	0
1	3052	8	2	2	2	2	0	0	0	0
1	3007	8	2	2	2	2	0	0	0	0
1	2979	8	2	3	3	2	0	1	0	0
1	2926	8	2	3	2	2	0	1	0	0
2	3045	8	1	3	1	3	1	1	1	1
2	2769	7	2	2	2	2	0	0	0	0
2	3210	8	2	2	2	2	0	0	0	0
2	3487	9	2	2	2	2	0	0	0	0
1	3121	8	2	2	2	2	0	0	0	0
2	3521	9	2	2	2	1	0	0	0	0
1	3932	10	1	2	1	3	1	0	1	1
2	3625	9	2	2	2	2	0	0	0	0
2	3695	10	2	2	2	2	0	0	0	0
1	4790	13	1	3	1	3	1	1	1	1
1	4861	13	1	3	1	3	1	1	1	1
1	4690	12	1	3	1	3	1	1	1	1
1	4768	13	1	3	1	3	1	1	1	1
1	4659	12	1	3	1	3	1	1	1	1
1	4658	12	3	1	3	1	0	0	0	0
1	4937	13	1	3	2	3	1	1	0	1
1	4766	13	1	3	1	3	1	1	1	1
1	4691	12	1	3	1	3	1	1	1	1
1	4601	12	1	3	1	3	1	1	1	1
1	4631	12	1	3	1	3	1	1	1	1
1	4592	12	1	3	1	3	1	1	1	1
1	4619	12	1	3	1	3	1	1	1	1
1	4826	13	1	3	1	3	1	1	1	1
1	4844	13	1	3	1	3	1	1	1	1
1	4876	13	1	3	1	3	1	1	1	1
1	4533	12	1	3	1	3	1	1	1	1
1	4797	13	1	3	1	3	1	1	1	1
1	4644	12	1	3	1	3	1	1	1	1
1	4757	13	1	3	1	3	1	1	1	1
2	4605	12	1	3	1	3	1	1	1	1
2	4880	13	1	3	1	3	1	1	1	1
2	4844	13	1	3	1	3	1	1	1	1
2	4578	12	1	3	1	3	1	1	1	1
2	4698	12	1	3	1	3	1	1	1	1
2	4671	12	1	3	1	3	1	1	1	1
2	4672	12	2	2	2	2	0	0	0	0
2	4961	13	1	3	1	2	1	1	1	0
2	4538	12	1	3	1	3	1	1	1	1
2	4793	13	1	3	1	3	1	1	1	1
2	4722	12	1	3	1	3	1	1	1	1
2	4871	13	1	3	1	3	1	1	1	1
2	4931	13	2	3	1	3	0	1	1	1
2	4876	13	1	3	1	3	1	1	1	1
2	4346	11	1	3	1	3	1	1	1	1
2	4828	13	1	3	2	3	1	1	0	1
2	4333	11	1	2	3	3	1	0	0	1
2	4661	12	1	3	1	3	1	1	1	1
2	4687	12	1	3	1	3	1	1	1	1
1	5610	15	1	3	1	3	1	1	1	1
1	5955	16	1	3	1	3	1	1	1	1
1	5364	14	1	3	1	3	1	1	1	1
1	5408	14	1	3	1	3	1	1	1	1
1	5639	15	1	3	1	3	1	1	1	1
1	5556	15	1	3	1	3	1	1	1	1
1	5577	15	1	3	1	3	1	1	1	1
1	5563	15	1	3	1	3	1	1	1	1
1	5733	15	1	3	1	3	1	1	1	1
1	5332	14	1	3	1	3	1	1	1	1
1	5283	14	1	3	1	3	1	1	1	1
1	5305	14	1	3	1	3	1	1	1	1
1	5940	16	1	3	1	3	1	1	1	1
1	5812	15	1	3	1	3	1	1	1	1
2	5375	14	1	3	1	3	1	1	1	1
2	5311	14	1	3	1	3	1	1	1	1
2	5991	16	1	3	1	3	1	1	1	1
2	5496	15	1	3	1	3	1	1	1	1
2	5481	15	1	3	1	3	1	1	1	1
2	5447	14	1	3	1	3	1	1	1	1
2	5599	15	1	3	1	3	1	1	1	1
2	5527	15	1	3	1	3	1	1	1	1
2	5532	15	1	3	1	3	1	1	1	1
2	5467	14	1	3	1	3	1	1	1	1
2	5931	16	1	3	1	3	1	1	1	1
2	5539	15	1	3	1	3	1	1	1	1
1	5448	14	1	3	1	3	1	1	1	1
1	5567	15	1	3	1	3	1	1	1	1
1	5599	15	1	3	1	3	1	1	1	1
1	5572	15	1	3	1	3	1	1	1	1
1	6009	16	1	3	1	3	1	1	1	1
1	5344	14	1	3	1	3	1	1	1	1
1	5350	14	1	3	1	3	1	1	1	1
1	5639	15	1	3	1	3	1	1	1	1
1	5571	15	1	3	1	3	1	1	1	1
1	5623	15	1	3	1	3	1	1	1	1
1	5794	15	1	3	1	3	1	1	1	1
1	5579	15	1	3	1	3	1	1	1	1
2	5893	16	1	3	1	3	1	1	1	1
2	5517	15	1	3	1	3	1	1	1	1
2	5712	15	1	3	1	3	1	1	1	1
2	5600	15	1	3	1	3	1	1	1	1
2	5540	15	1	3	1	3	1	1	1	1
2	5687	15	1	3	1	3	1	1	1	1
2	5582	15	1	3	1	2	1	1	1	0
2	5458	14	1	2	1	3	1	0	1	1
2	5878	16	1	3	1	3	1	1	1	1
2	5785	15	1	2	1	3	1	0	1	1
2	5506	15	1	3	1	3	1	1	1	1
1	5465	14	1	3	1	3	1	1	1	1
1	5624	15	1	3	1	3	1	1	1	1
1	5517	15	1	3	1	3	1	1	1	1
1	5815	15	1	3	1	3	1	1	1	1
1	5755	15	1	3	1	3	1	1	1	1
1	5602	15	1	2	1	3	1	0	1	1
1	5337	14	1	3	1	3	1	1	1	1
1	6173	16	1	3	1	3	1	1	1	1
2	5364	14	1	2	1	3	1	0	1	1
2	5304	14	1	3	1	3	1	1	1	1
2	5457	14	1	3	1	3	1	1	1	1
2	5600	15	1	3	1	3	1	1	1	1
2	5781	15	1	3	1	3	1	1	1	1
2	5474	14	1	3	1	3	1	1	1	1
2	5317	14	1	3	1	3	1	1	1	1
2	5478	14	1	3	1	3	1	1	1	1
2	5440	14	1	3	1	3	1	1	1	1
2	5530	15	1	3	1	3	1	1	1	1
2	5474	14	1	3	1	3	1	1	1	1
2	5602	15	1	3	1	3	1	1	1	1
2	5451	14	1	3	3	1	1	1	0	0
2	5481	15	1	3	1	3	1	1	1	1
2	5319	14	1	3	1	3	1	1	1	1
2	5618	15	1	3	1	3	1	1	1	1
2	5123	14	1	3	1	3	1	1	1	1
2	5981	16	1	3	1	3	1	1	1	1
2	5328	14	1	3	1	3	1	1	1	1
2	5348	14	1	3	1	3	1	1	1	1
2	5309	14	1	3	1	3	1	1	1	1
2	5395	14	1	3	1	3	1	1	1	1
1	5507	15	1	3	1	3	1	1	1	1
1	5602	15	1	3	1	3	1	1	1	1
1	5457	14	1	3	1	3	1	1	1	1
1	5566	15	1	3	1	3	1	1	1	1
1	5276	14	1	3	1	3	1	1	1	1
1	5331	14	1	3	1	3	1	1	1	1
1	5089	13	1	3	1	3	1	1	1	1
1	5916	16	1	3	1	3	1	1	1	1
1	4926	13	1	3	1	3	1	1	1	1
1	5372	14	1	3	1	3	1	1	1	1
1	5203	14	1	3	1	3	1	1	1	1
1	5039	13	1	3	1	3	1	1	1	1
1	5172	14	1	3	1	2	1	1	1	0
1	5226	14	1	3	1	3	1	1	1	1
1	5501	15	1	3	1	3	1	1	1	1
1	5138	14	1	3	1	3	1	1	1	1
1	5247	14	1	3	1	3	1	1	1	1
1	5115	14	1	3	1	3	1	1	1	1
1	5062	13	1	3	1	3	1	1	1	1
1	5241	14	1	3	1	3	1	1	1	1
1	5173	14	1	3	1	3	1	1	1	1
1	5143	14	1	3	1	3	1	1	1	1
1	5211	14	1	3	1	3	1	1	1	1
1	5048	13	1	3	1	3	1	1	1	1
1	4924	13	1	3	1	3	1	1	1	1
1	5284	14	1	3	1	3	1	1	1	1
1	5104	13	1	3	1	3	1	1	1	1
1	5150	14	1	3	1	3	1	1	1	1
2	5132	14	1	3	1	3	1	1	1	1
2	5100	13	1	3	1	3	1	1	1	1
2	5546	15	1	3	1	3	1	1	1	1
2	5250	14	1	3	1	3	1	1	1	1
2	5168	14	1	3	1	3	1	1	1	1
2	4968	13	1	3	1	3	1	1	1	1
2	5134	14	1	3	1	3	1	1	1	1
2	5000	13	1	3	1	3	1	1	1	1
2	5240	14	1	3	1	3	1	1	1	1
2	5130	14	1	3	1	3	1	1	1	1
2	4937	13	1	3	1	3	1	1	1	1
2	5255	14	1	3	1	3	1	1	1	1
2	5134	14	1	3	1	3	1	1	1	1
2	4926	13	1	3	1	3	1	1	1	1
2	5141	14	1	3	1	3	1	1	1	1
2	5057	13	1	3	1	3	1	1	1	1
2	5075	13	1	3	1	3	1	1	1	1
2	5042	13	1	3	1	3	1	1	1	1
1	6731	18	1	3	1	3	1	1	1	1
1	6386	17	1	3	1	3	1	1	1	1
1	6760	18	3	3	2	1	0	1	0	0
1	5706	15	1	3	1	3	1	1	1	1
1	6282	17	1	3	1	3	1	1	1	1
1	6150	16	1	3	1	3	1	1	1	1
